year;month;day;weekday;exits;in_sample;Date
2012;10;25;3;39599.0;True;2012-10-25 00:00:00
2012;10;26;4;38954.0;True;2012-10-26 00:00:00
2012;10;27;5;7098.0;True;2012-10-27 00:00:00
2012;10;28;6;2886.0;True;2012-10-28 00:00:00
2012;10;29;0;10.5;True;2012-10-29 00:00:00
2012;10;30;1;23.0;True;2012-10-30 00:00:00
2012;10;31;2;26.5;True;2012-10-31 00:00:00
2012;11;1;3;23.5;True;2012-11-01 00:00:00
2012;11;2;4;23.0;True;2012-11-02 00:00:00
2012;11;3;5;13.0;True;2012-11-03 00:00:00
2012;11;4;6;14.0;True;2012-11-04 00:00:00
2012;11;5;0;14.0;True;2012-11-05 00:00:00
2012;11;6;1;10.0;True;2012-11-06 00:00:00
2012;11;7;2;1471.0;True;2012-11-07 00:00:00
2012;11;8;3;3275.0;True;2012-11-08 00:00:00
2012;11;9;4;4221.0;True;2012-11-09 00:00:00
2012;11;10;5;11295.5;True;2012-11-10 00:00:00
2012;11;11;6;9112.0;True;2012-11-11 00:00:00
2012;11;12;0;20909.0;True;2012-11-12 00:00:00
2012;11;13;1;28428.0;True;2012-11-13 00:00:00
2012;11;14;2;29065.0;True;2012-11-14 00:00:00
2012;11;15;3;28733.0;True;2012-11-15 00:00:00
2012;11;16;4;28077.0;True;2012-11-16 00:00:00
2012;11;17;5;13031.0;True;2012-11-17 00:00:00
2012;11;18;6;8883.0;True;2012-11-18 00:00:00
2012;11;19;0;31223.0;True;2012-11-19 00:00:00
2012;11;20;1;31897.0;True;2012-11-20 00:00:00
2012;11;21;2;28517.0;True;2012-11-21 00:00:00
2012;11;22;3;6212.0;True;2012-11-22 00:00:00
2012;11;23;4;17850.0;True;2012-11-23 00:00:00
2012;11;24;5;4399.5;True;2012-11-24 00:00:00
2012;11;25;6;1963.0;True;2012-11-25 00:00:00
2012;11;26;0;6038.0;True;2012-11-26 00:00:00
2012;11;27;1;5878.0;True;2012-11-27 00:00:00
2012;11;28;2;6596.0;True;2012-11-28 00:00:00
2012;11;29;3;6456.0;True;2012-11-29 00:00:00
2012;11;30;4;7216.0;True;2012-11-30 00:00:00
2012;12;1;5;7734.5;True;2012-12-01 00:00:00
2012;12;2;6;5461.0;True;2012-12-02 00:00:00
2012;12;3;0;17173.0;True;2012-12-03 00:00:00
2012;12;4;1;17443.0;True;2012-12-04 00:00:00
2012;12;5;2;17534.0;True;2012-12-05 00:00:00
2012;12;6;3;16899.0;True;2012-12-06 00:00:00
2012;12;7;4;17253.0;True;2012-12-07 00:00:00
2012;12;8;5;14902.0;True;2012-12-08 00:00:00
2012;12;9;6;10959.0;True;2012-12-09 00:00:00
2012;12;10;0;31275.0;True;2012-12-10 00:00:00
2012;12;11;1;32718.0;True;2012-12-11 00:00:00
2012;12;12;2;32758.0;True;2012-12-12 00:00:00
2012;12;13;3;33791.0;True;2012-12-13 00:00:00
2012;12;14;4;32815.0;True;2012-12-14 00:00:00
2012;12;15;5;13270.0;True;2012-12-15 00:00:00
2012;12;16;6;8598.0;True;2012-12-16 00:00:00
2012;12;17;0;20049.0;True;2012-12-17 00:00:00
2012;12;18;1;20152.0;True;2012-12-18 00:00:00
2012;12;19;2;19937.0;True;2012-12-19 00:00:00
2012;12;20;3;20175.0;True;2012-12-20 00:00:00
2012;12;21;4;18474.0;True;2012-12-21 00:00:00
2012;12;22;5;9912.0;True;2012-12-22 00:00:00
2012;12;23;6;7729.0;True;2012-12-23 00:00:00
2012;12;24;0;5459.0;True;2012-12-24 00:00:00
2012;12;25;1;4289.0;True;2012-12-25 00:00:00
2012;12;26;2;15635.0;True;2012-12-26 00:00:00
2012;12;27;3;18295.0;True;2012-12-27 00:00:00
2012;12;28;4;19910.0;True;2012-12-28 00:00:00
2012;12;29;5;12592.5;True;2012-12-29 00:00:00
2012;12;30;6;11119.0;True;2012-12-30 00:00:00
2012;12;31;0;25164.0;True;2012-12-31 00:00:00
2013;1;1;1;10848.0;True;2013-01-01 00:00:00
2013;1;2;2;34269.0;False;2013-01-02 00:00:00
2013;1;3;3;35891.0;False;2013-01-03 00:00:00
2013;1;4;4;35357.0;False;2013-01-04 00:00:00
2013;1;5;5;13191.0;False;2013-01-05 00:00:00
2013;1;6;6;8968.0;False;2013-01-06 00:00:00
2013;1;7;0;28976.0;False;2013-01-07 00:00:00
2013;1;8;1;30527.0;False;2013-01-08 00:00:00
2013;1;9;2;30059.0;False;2013-01-09 00:00:00
2013;1;10;3;30038.0;False;2013-01-10 00:00:00
2013;1;11;4;29824.0;False;2013-01-11 00:00:00
2013;1;12;5;9341.5;False;2013-01-12 00:00:00
2013;1;13;6;5827.0;False;2013-01-13 00:00:00
2013;1;14;0;22841.0;False;2013-01-14 00:00:00
2013;1;15;1;23608.0;False;2013-01-15 00:00:00
2013;1;16;2;23471.0;False;2013-01-16 00:00:00
2013;1;17;3;24325.0;False;2013-01-17 00:00:00
2013;1;18;4;23851.0;False;2013-01-18 00:00:00
2013;1;19;5;9378.0;False;2013-01-19 00:00:00
2013;1;20;6;6535.0;False;2013-01-20 00:00:00
2013;1;21;0;11387.0;False;2013-01-21 00:00:00
2013;1;22;1;27662.0;False;2013-01-22 00:00:00
2013;1;23;2;27814.0;False;2013-01-23 00:00:00
2013;1;24;3;28012.0;False;2013-01-24 00:00:00
2013;1;25;4;26959.0;False;2013-01-25 00:00:00
2013;1;26;5;9788.0;False;2013-01-26 00:00:00
2013;1;27;6;7045.0;False;2013-01-27 00:00:00
2013;1;28;0;26622.0;False;2013-01-28 00:00:00
2013;1;29;1;29126.0;False;2013-01-29 00:00:00
2013;1;30;2;29788.0;False;2013-01-30 00:00:00
2013;1;31;3;29618.0;False;2013-01-31 00:00:00
2013;2;1;4;30543.0;False;2013-02-01 00:00:00
2013;2;2;5;11185.0;False;2013-02-02 00:00:00
2013;2;3;6;6678.0;False;2013-02-03 00:00:00
2013;2;4;0;27286.0;False;2013-02-04 00:00:00
2013;2;5;1;29595.0;False;2013-02-05 00:00:00
2013;2;6;2;30807.0;False;2013-02-06 00:00:00
2013;2;7;3;30778.0;False;2013-02-07 00:00:00
2013;2;8;4;24286.0;False;2013-02-08 00:00:00
2013;2;9;5;7199.0;False;2013-02-09 00:00:00
2013;2;10;6;6958.0;False;2013-02-10 00:00:00
2013;2;11;0;21156.0;False;2013-02-11 00:00:00
2013;2;12;1;23978.0;False;2013-02-12 00:00:00
2013;2;13;2;24084.0;False;2013-02-13 00:00:00
2013;2;14;3;23898.0;False;2013-02-14 00:00:00
2013;2;15;4;23001.0;False;2013-02-15 00:00:00
2013;2;16;5;7267.0;False;2013-02-16 00:00:00
2013;2;17;6;4802.0;False;2013-02-17 00:00:00
2013;2;18;0;7996.0;False;2013-02-18 00:00:00
2013;2;19;1;21897.0;False;2013-02-19 00:00:00
2013;2;20;2;22869.0;False;2013-02-20 00:00:00
2013;2;21;3;22534.0;False;2013-02-21 00:00:00
2013;2;22;4;21220.0;False;2013-02-22 00:00:00
2013;2;23;5;6092.0;False;2013-02-23 00:00:00
2013;2;24;6;5403.0;False;2013-02-24 00:00:00
2013;2;25;0;17847.0;False;2013-02-25 00:00:00
2013;2;26;1;18370.0;False;2013-02-26 00:00:00
2013;2;27;2;16671.0;False;2013-02-27 00:00:00
2013;2;28;3;19543.0;False;2013-02-28 00:00:00
2013;3;1;4;19269.0;False;2013-03-01 00:00:00
2013;3;2;5;8849.0;False;2013-03-02 00:00:00
2013;3;3;6;5658.0;False;2013-03-03 00:00:00
2013;3;4;0;20766.0;False;2013-03-04 00:00:00
2013;3;5;1;21489.0;False;2013-03-05 00:00:00
2013;3;6;2;21127.0;False;2013-03-06 00:00:00
2013;3;7;3;20773.0;False;2013-03-07 00:00:00
2013;3;8;4;18935.0;False;2013-03-08 00:00:00
2013;3;9;5;9540.5;False;2013-03-09 00:00:00
2013;3;10;6;7118.0;False;2013-03-10 00:00:00
2013;3;11;0;35003.5;False;2013-03-11 00:00:00
2013;3;12;1;33674.0;False;2013-03-12 00:00:00
2013;3;13;2;32492.0;False;2013-03-13 00:00:00
2013;3;14;3;34932.0;False;2013-03-14 00:00:00
2013;3;15;4;33613.0;False;2013-03-15 00:00:00
2013;3;16;5;16276.5;False;2013-03-16 00:00:00
2013;3;17;6;14216.0;False;2013-03-17 00:00:00
2013;3;18;0;44701.0;False;2013-03-18 00:00:00
2013;3;19;1;44549.0;False;2013-03-19 00:00:00
2013;3;20;2;46515.0;False;2013-03-20 00:00:00
2013;3;21;3;47096.0;False;2013-03-21 00:00:00
2013;3;22;4;45641.0;False;2013-03-22 00:00:00
2013;3;23;5;17421.5;False;2013-03-23 00:00:00
2013;3;24;6;12234.0;False;2013-03-24 00:00:00
2013;3;25;0;39945.0;False;2013-03-25 00:00:00
2013;3;26;1;41899.0;False;2013-03-26 00:00:00
2013;3;27;2;42987.0;False;2013-03-27 00:00:00
2013;3;28;3;43233.0;False;2013-03-28 00:00:00
2013;3;29;4;33233.0;False;2013-03-29 00:00:00
2013;3;30;5;18045.0;False;2013-03-30 00:00:00
2013;3;31;6;11250.0;False;2013-03-31 00:00:00
2013;4;1;0;43622.0;False;2013-04-01 00:00:00
2013;4;2;1;45361.0;False;2013-04-02 00:00:00
2013;4;3;2;47995.0;False;2013-04-03 00:00:00
2013;4;4;3;48494.0;False;2013-04-04 00:00:00
2013;4;5;4;46910.0;False;2013-04-05 00:00:00
2013;4;6;5;17868.0;False;2013-04-06 00:00:00
2013;4;7;6;12297.0;False;2013-04-07 00:00:00
2013;4;8;0;42745.0;False;2013-04-08 00:00:00
2013;4;9;1;44164.0;False;2013-04-09 00:00:00
2013;4;10;2;44135.0;False;2013-04-10 00:00:00
2013;4;11;3;43732.0;False;2013-04-11 00:00:00
2013;4;12;4;41881.0;False;2013-04-12 00:00:00
2013;4;13;5;16630.5;False;2013-04-13 00:00:00
2013;4;14;6;12060.0;False;2013-04-14 00:00:00
2013;4;15;0;37284.0;False;2013-04-15 00:00:00
2013;4;16;1;38177.0;False;2013-04-16 00:00:00
2013;4;17;2;38894.0;False;2013-04-17 00:00:00
2013;4;18;3;38656.0;False;2013-04-18 00:00:00
2013;4;19;4;37825.0;False;2013-04-19 00:00:00
2013;4;20;5;17502.0;False;2013-04-20 00:00:00
2013;4;21;6;12595.0;False;2013-04-21 00:00:00
2013;4;22;0;40874.0;False;2013-04-22 00:00:00
2013;4;23;1;41512.0;False;2013-04-23 00:00:00
2013;4;24;2;41960.0;False;2013-04-24 00:00:00
2013;4;25;3;42710.0;False;2013-04-25 00:00:00
2013;4;26;4;41774.0;False;2013-04-26 00:00:00
2013;4;27;5;16764.0;False;2013-04-27 00:00:00
2013;4;28;6;12840.0;False;2013-04-28 00:00:00
2013;4;29;0;40285.0;False;2013-04-29 00:00:00
2013;4;30;1;41725.0;False;2013-04-30 00:00:00
2013;5;1;2;43916.0;False;2013-05-01 00:00:00
2013;5;2;3;42301.0;False;2013-05-02 00:00:00
2013;5;3;4;40486.0;False;2013-05-03 00:00:00
2013;5;4;5;14836.0;False;2013-05-04 00:00:00
2013;5;5;6;10130.0;False;2013-05-05 00:00:00
2013;5;6;0;36126.0;False;2013-05-06 00:00:00
2013;5;7;1;38074.0;False;2013-05-07 00:00:00
2013;5;8;2;37150.0;False;2013-05-08 00:00:00
2013;5;9;3;37784.0;False;2013-05-09 00:00:00
2013;5;10;4;38280.0;False;2013-05-10 00:00:00
2013;5;11;5;13476.0;False;2013-05-11 00:00:00
2013;5;12;6;8874.0;False;2013-05-12 00:00:00
2013;5;13;0;24324.0;False;2013-05-13 00:00:00
2013;5;14;1;28295.0;False;2013-05-14 00:00:00
2013;5;15;2;28105.0;False;2013-05-15 00:00:00
2013;5;16;3;28935.0;False;2013-05-16 00:00:00
2013;5;17;4;29297.0;False;2013-05-17 00:00:00
2013;5;18;5;16096.0;False;2013-05-18 00:00:00
2013;5;19;6;11575.0;False;2013-05-19 00:00:00
2013;5;20;0;38348.0;False;2013-05-20 00:00:00
2013;5;21;1;40287.0;False;2013-05-21 00:00:00
2013;5;22;2;40660.0;False;2013-05-22 00:00:00
2013;5;23;3;39424.0;False;2013-05-23 00:00:00
2013;5;24;4;35992.0;False;2013-05-24 00:00:00
2013;5;25;5;15368.5;False;2013-05-25 00:00:00
2013;5;26;6;15511.0;False;2013-05-26 00:00:00
2013;5;27;0;14855.0;False;2013-05-27 00:00:00
2013;5;28;1;43281.0;False;2013-05-28 00:00:00
2013;5;29;2;45674.0;False;2013-05-29 00:00:00
2013;5;30;3;47202.0;False;2013-05-30 00:00:00
2013;5;31;4;44820.0;False;2013-05-31 00:00:00
2013;6;1;5;20242.0;False;2013-06-01 00:00:00
2013;6;2;6;13638.0;False;2013-06-02 00:00:00
2013;6;3;0;46715.0;False;2013-06-03 00:00:00
2013;6;4;1;49574.0;False;2013-06-04 00:00:00
2013;6;5;2;50506.0;False;2013-06-05 00:00:00
2013;6;6;3;50676.0;False;2013-06-06 00:00:00
2013;6;7;4;45208.0;False;2013-06-07 00:00:00
2013;6;8;5;13671.5;False;2013-06-08 00:00:00
2013;6;9;6;10121.0;False;2013-06-09 00:00:00
2013;6;10;0;29083.0;False;2013-06-10 00:00:00
2013;6;11;1;30657.0;False;2013-06-11 00:00:00
2013;6;12;2;31668.0;False;2013-06-12 00:00:00
2013;6;13;3;29835.0;False;2013-06-13 00:00:00
2013;6;14;4;29701.0;False;2013-06-14 00:00:00
2013;6;15;5;19768.0;False;2013-06-15 00:00:00
2013;6;16;6;14619.0;False;2013-06-16 00:00:00
2013;6;17;0;43488.0;False;2013-06-17 00:00:00
2013;6;18;1;45049.0;False;2013-06-18 00:00:00
2013;6;19;2;45313.0;False;2013-06-19 00:00:00
2013;6;20;3;46294.0;False;2013-06-20 00:00:00
2013;6;21;4;43512.0;False;2013-06-21 00:00:00
2013;6;22;5;23137.5;False;2013-06-22 00:00:00
2013;6;23;6;17651.0;False;2013-06-23 00:00:00
2013;6;24;0;49689.0;False;2013-06-24 00:00:00
2013;6;25;1;50889.0;False;2013-06-25 00:00:00
2013;6;26;2;52215.0;False;2013-06-26 00:00:00
2013;6;27;3;51633.0;False;2013-06-27 00:00:00
2013;6;28;4;50315.0;False;2013-06-28 00:00:00
2013;6;29;5;6830.0;False;2013-06-29 00:00:00
2013;6;30;6;1749.0;False;2013-06-30 00:00:00
2013;7;1;0;6814.0;False;2013-07-01 00:00:00
2013;7;2;1;7201.0;False;2013-07-02 00:00:00
2013;7;3;2;7270.0;False;2013-07-03 00:00:00
2013;7;4;3;2659.0;False;2013-07-04 00:00:00
2013;7;5;4;5689.0;False;2013-07-05 00:00:00
2013;7;6;5;8189.5;False;2013-07-06 00:00:00
2013;7;7;6;7622.0;False;2013-07-07 00:00:00
2013;7;8;0;23666.0;False;2013-07-08 00:00:00
2013;7;9;1;24838.0;False;2013-07-09 00:00:00
2013;7;10;2;25480.0;False;2013-07-10 00:00:00
2013;7;11;3;13666.0;False;2013-07-11 00:00:00
2013;7;12;4;24788.0;False;2013-07-12 00:00:00
2013;7;13;5;11941.5;False;2013-07-13 00:00:00
2013;7;14;6;9731.0;False;2013-07-14 00:00:00
2013;7;15;0;41029.5;False;2013-07-15 00:00:00
2013;7;16;1;41241.0;False;2013-07-16 00:00:00
2013;7;17;2;41333.0;False;2013-07-17 00:00:00
2013;7;18;3;40899.0;False;2013-07-18 00:00:00
2013;7;19;4;38342.0;False;2013-07-19 00:00:00
2013;7;20;5;18069.5;False;2013-07-20 00:00:00
2013;7;21;6;14593.0;False;2013-07-21 00:00:00
2013;7;22;0;48549.0;False;2013-07-22 00:00:00
2013;7;23;1;50697.0;False;2013-07-23 00:00:00
2013;7;24;2;52808.0;False;2013-07-24 00:00:00
2013;7;25;3;51790.0;False;2013-07-25 00:00:00
2013;7;26;4;49234.0;False;2013-07-26 00:00:00
2013;7;27;5;19958.5;False;2013-07-27 00:00:00
2013;7;28;6;13800.0;False;2013-07-28 00:00:00
2013;7;29;0;45741.0;False;2013-07-29 00:00:00
2013;7;30;1;47897.0;False;2013-07-30 00:00:00
2013;7;31;2;48238.0;False;2013-07-31 00:00:00
2013;8;1;3;46208.0;False;2013-08-01 00:00:00
2013;8;2;4;45704.0;False;2013-08-02 00:00:00
2013;8;3;5;17764.0;False;2013-08-03 00:00:00
2013;8;4;6;13634.0;False;2013-08-04 00:00:00
2013;8;5;0;40268.0;False;2013-08-05 00:00:00
2013;8;6;1;42085.0;False;2013-08-06 00:00:00
2013;8;7;2;41686.0;False;2013-08-07 00:00:00
2013;8;8;3;41672.0;False;2013-08-08 00:00:00
2013;8;9;4;38683.0;False;2013-08-09 00:00:00
2013;8;10;5;16309.5;False;2013-08-10 00:00:00
2013;8;11;6;12068.0;False;2013-08-11 00:00:00
2013;8;12;0;30016.0;False;2013-08-12 00:00:00
2013;8;13;1;30218.0;False;2013-08-13 00:00:00
2013;8;14;2;32267.0;False;2013-08-14 00:00:00
2013;8;15;3;31546.0;False;2013-08-15 00:00:00
2013;8;16;4;29906.0;False;2013-08-16 00:00:00
2013;8;17;5;22801.0;False;2013-08-17 00:00:00
2013;8;18;6;15936.0;False;2013-08-18 00:00:00
2013;8;19;0;42242.0;False;2013-08-19 00:00:00
2013;8;20;1;45005.0;False;2013-08-20 00:00:00
2013;8;21;2;45492.0;False;2013-08-21 00:00:00
2013;8;22;3;44363.0;False;2013-08-22 00:00:00
2013;8;23;4;42231.0;False;2013-08-23 00:00:00
2013;8;24;5;20081.0;False;2013-08-24 00:00:00
2013;8;25;6;14729.0;False;2013-08-25 00:00:00
2013;8;26;0;33990.0;False;2013-08-26 00:00:00
2013;8;27;1;35110.0;False;2013-08-27 00:00:00
2013;8;28;2;35273.0;False;2013-08-28 00:00:00
2013;8;29;3;31626.0;False;2013-08-29 00:00:00
2013;8;30;4;32278.0;False;2013-08-30 00:00:00
2013;8;31;5;15284.0;False;2013-08-31 00:00:00
2013;9;1;6;12194.0;False;2013-09-01 00:00:00
2013;9;2;0;11552.0;False;2013-09-02 00:00:00
2013;9;3;1;35850.0;False;2013-09-03 00:00:00
2013;9;4;2;37423.0;False;2013-09-04 00:00:00
2013;9;5;3;35796.0;False;2013-09-05 00:00:00
2013;9;6;4;35851.0;False;2013-09-06 00:00:00
2013;9;7;5;22461.5;False;2013-09-07 00:00:00
2013;9;8;6;16249.0;False;2013-09-08 00:00:00
2013;9;9;0;48960.0;False;2013-09-09 00:00:00
2013;9;10;1;50540.0;False;2013-09-10 00:00:00
2013;9;11;2;54924.0;False;2013-09-11 00:00:00
2013;9;12;3;51351.0;False;2013-09-12 00:00:00
2013;9;13;4;49453.0;False;2013-09-13 00:00:00
2013;9;14;5;17454.0;False;2013-09-14 00:00:00
2013;9;15;6;11997.0;False;2013-09-15 00:00:00
2013;9;16;0;35397.0;False;2013-09-16 00:00:00
2013;9;17;1;37545.0;False;2013-09-17 00:00:00
2013;9;18;2;38102.0;False;2013-09-18 00:00:00
2013;9;19;3;37754.0;False;2013-09-19 00:00:00
2013;9;20;4;38052.0;False;2013-09-20 00:00:00
2013;9;21;5;19761.5;False;2013-09-21 00:00:00
2013;9;22;6;13333.0;False;2013-09-22 00:00:00
2013;9;23;0;45223.0;False;2013-09-23 00:00:00
2013;9;24;1;45273.0;False;2013-09-24 00:00:00
2013;9;25;2;45407.0;False;2013-09-25 00:00:00
2013;9;26;3;44996.0;False;2013-09-26 00:00:00
2013;9;27;4;44071.0;False;2013-09-27 00:00:00
2013;9;28;5;22193.5;False;2013-09-28 00:00:00
2013;9;29;6;16111.0;False;2013-09-29 00:00:00
2013;9;30;0;46492.0;False;2013-09-30 00:00:00
2013;10;1;1;48034.0;False;2013-10-01 00:00:00
2013;10;2;2;49131.0;False;2013-10-02 00:00:00
2013;10;3;3;49266.0;False;2013-10-03 00:00:00
2013;10;4;4;48429.0;False;2013-10-04 00:00:00
2013;10;5;5;17841.5;False;2013-10-05 00:00:00
2013;10;6;6;13376.0;False;2013-10-06 00:00:00
2013;10;7;0;37688.0;False;2013-10-07 00:00:00
2013;10;8;1;39018.0;False;2013-10-08 00:00:00
2013;10;9;2;39663.0;False;2013-10-09 00:00:00
2013;10;10;3;39127.0;False;2013-10-10 00:00:00
2013;10;11;4;38113.0;False;2013-10-11 00:00:00
2013;10;12;5;20749.5;False;2013-10-12 00:00:00
2013;10;13;6;15375.0;False;2013-10-13 00:00:00
2013;10;14;0;34785.0;False;2013-10-14 00:00:00
2013;10;15;1;53056.0;False;2013-10-15 00:00:00
2013;10;16;2;53641.0;False;2013-10-16 00:00:00
2013;10;17;3;54168.0;False;2013-10-17 00:00:00
2013;10;18;4;52445.0;False;2013-10-18 00:00:00
2013;10;19;5;21585.5;False;2013-10-19 00:00:00
2013;10;20;6;14764.0;False;2013-10-20 00:00:00
2013;10;21;0;51214.0;False;2013-10-21 00:00:00
2013;10;22;1;52146.0;False;2013-10-22 00:00:00
2013;10;23;2;51945.0;False;2013-10-23 00:00:00
2013;10;24;3;53205.0;False;2013-10-24 00:00:00
2013;10;25;4;50690.0;False;2013-10-25 00:00:00
2013;10;26;5;23850.5;False;2013-10-26 00:00:00
2013;10;27;6;17629.0;False;2013-10-27 00:00:00
2013;10;28;0;53324.0;False;2013-10-28 00:00:00
2013;10;29;1;54033.0;False;2013-10-29 00:00:00
2013;10;30;2;54759.0;False;2013-10-30 00:00:00
2013;10;31;3;54134.0;False;2013-10-31 00:00:00
2013;11;1;4;53275.0;False;2013-11-01 00:00:00
2013;11;2;5;20230.5;False;2013-11-02 00:00:00
2013;11;3;6;15765.0;False;2013-11-03 00:00:00
2013;11;4;0;38360.0;False;2013-11-04 00:00:00
2013;11;5;1;36311.0;False;2013-11-05 00:00:00
2013;11;6;2;40140.0;False;2013-11-06 00:00:00
2013;11;7;3;39120.0;False;2013-11-07 00:00:00
2013;11;8;4;39488.0;False;2013-11-08 00:00:00
2013;11;9;5;16555.5;False;2013-11-09 00:00:00
2013;11;10;6;10292.0;False;2013-11-10 00:00:00
2013;11;11;0;20457.0;False;2013-11-11 00:00:00
2013;11;12;1;25967.0;False;2013-11-12 00:00:00
2013;11;13;2;26480.0;False;2013-11-13 00:00:00
2013;11;14;3;26553.0;False;2013-11-14 00:00:00
2013;11;15;4;27548.0;False;2013-11-15 00:00:00
2013;11;16;5;12139.5;False;2013-11-16 00:00:00
2013;11;17;6;6618.0;False;2013-11-17 00:00:00
2013;11;18;0;23387.0;False;2013-11-18 00:00:00
2013;11;19;1;24733.0;False;2013-11-19 00:00:00
2013;11;20;2;24868.0;False;2013-11-20 00:00:00
2013;11;21;3;25174.0;False;2013-11-21 00:00:00
2013;11;22;4;22370.0;False;2013-11-22 00:00:00
2013;11;23;5;10072.0;False;2013-11-23 00:00:00
2013;11;24;6;6285.0;False;2013-11-24 00:00:00
2013;11;25;0;24537.0;False;2013-11-25 00:00:00
2013;11;26;1;25514.0;False;2013-11-26 00:00:00
2013;11;27;2;20279.0;False;2013-11-27 00:00:00
2013;11;28;3;4570.0;False;2013-11-28 00:00:00
2013;11;29;4;12377.0;False;2013-11-29 00:00:00
2013;11;30;5;11032.5;False;2013-11-30 00:00:00
2013;12;1;6;8248.0;False;2013-12-01 00:00:00
2013;12;2;0;25960.0;False;2013-12-02 00:00:00
2013;12;3;1;27386.0;False;2013-12-03 00:00:00
2013;12;4;2;27417.0;False;2013-12-04 00:00:00
2013;12;5;3;27728.0;False;2013-12-05 00:00:00
2013;12;6;4;27100.0;False;2013-12-06 00:00:00
2013;12;7;5;13211.0;False;2013-12-07 00:00:00
2013;12;8;6;8779.0;False;2013-12-08 00:00:00
2013;12;9;0;21888.0;False;2013-12-09 00:00:00
2013;12;10;1;23289.0;False;2013-12-10 00:00:00
2013;12;11;2;23804.0;False;2013-12-11 00:00:00
2013;12;12;3;24198.0;False;2013-12-12 00:00:00
2013;12;13;4;24136.0;False;2013-12-13 00:00:00
2013;12;14;5;14856.0;False;2013-12-14 00:00:00
2013;12;15;6;10145.0;False;2013-12-15 00:00:00
2013;12;16;0;27097.0;False;2013-12-16 00:00:00
2013;12;17;1;26973.0;False;2013-12-17 00:00:00
2013;12;18;2;28080.0;False;2013-12-18 00:00:00
2013;12;19;3;28257.0;False;2013-12-19 00:00:00
2013;12;20;4;25696.0;False;2013-12-20 00:00:00
2013;12;21;5;18418.0;False;2013-12-21 00:00:00
2013;12;22;6;13986.0;False;2013-12-22 00:00:00
2013;12;23;0;32100.0;False;2013-12-23 00:00:00
2013;12;24;1;25573.0;False;2013-12-24 00:00:00
2013;12;25;2;7122.0;False;2013-12-25 00:00:00
2013;12;26;3;25472.0;False;2013-12-26 00:00:00
2013;12;27;4;29503.0;False;2013-12-27 00:00:00
2013;12;28;5;18425.0;False;2013-12-28 00:00:00
2013;12;29;6;11767.0;False;2013-12-29 00:00:00
2013;12;30;0;30647.0;False;2013-12-30 00:00:00
2013;12;31;1;1492.0;False;2013-12-31 00:00:00
